siteID,year,panom_br,tanom_br,panom_nb,tanom_nb
1LE4-01,2008,-39.32961538461541,-1.8251891551071893,-11.597692307692313,-1.7157319612205975
1LE4-01,2009,58.87038461538461,-2.821418663303909,77.6923076923077,-2.232112815215088
1LE4-01,2010,118.9703846153846,-1.3160088272383383,8.672307692307683,2.447637184784912
1LE4-01,2011,-1.5596153846153982,-1.9040416141235816,51.202307692307684,-1.7845294818817548
1LE4-01,2012,-42.4296153846154,0.9074337957124818,7.952307692307684,4.796582088366179
1LE4-01,2013,-7.319615384615389,-0.6268284993694841,14.592307692307685,-3.0673628152150885
1LE4-01,2014,95.44038461538463,-1.2917465321563704,46.42230769230768,-4.571862815215089
1LE4-01,2015,44.99038461538461,-0.33486128625472844,12.942307692307693,0.6649705181182454
1LE4-01,2016,78.68038461538464,0.8875977301387117,30.442307692307693,1.2066647329942783
1LE4-01,2017,-53.50961538461539,-0.41830390920554805,-5.467692307692303,1.1895538514515787
1LE4-01,2018,-34.15961538461539,3.1003846153846126,-46.83769230769231,-1.2642794818817544
1LE4-01,2019,-72.37961538461539,-0.7835498108448924,2.372307692307686,-2.9942794818817546
1LE4-01,2020,109.67038461538459,-0.07289407313997742,-14.357692307692318,0.1371606007628734
1LE4-01,2021,-58.109615384615395,1.9364501891551065,-34.88769230769231,2.2004705181182453
1LE4-01,2022,-13.689615384615394,-0.7730580075662061,119.24230769230768,-3.762946148548422
1LE4-01,2023,-84.8296153846154,3.3882534678436294,6.452307692307684,-1.9513628152150881
1LE4-02,2008,-39.75576923076923,-1.8333228247162658,-12.068846153846152,-1.7248096259800807
1LE4-02,2009,59.894230769230774,-2.8297162673392187,76.51115384615385,-2.240032077770714
1LE4-02,2010,118.85423076923075,-1.3218474148801995,8.571153846153848,2.428967922229286
1LE4-02,2011,-1.3757692307692366,-1.9161097099621678,49.66115384615385,-1.793032077770714
1LE4-02,2012,-42.75576923076923,0.9035624211853737,7.591153846153844,4.785025084763721
1LE4-02,2013,-8.665769230769229,-0.6331588902900371,13.921153846153842,-3.081365411104047
1LE4-02,2014,94.45423076923078,-1.298732660781841,43.38115384615385,-4.576032077770714
1LE4-02,2015,44.26423076923075,-0.33938839848675784,13.401153846153846,0.6650512555626193
1LE4-02,2016,77.99423076923074,0.8830706179066858,30.301153846153838,1.2051903740199195
1LE4-02,2017,-62.71576923076924,-0.42004413619167735,-3.0088461538461644,1.1813845888959527
1LE4-02,2018,-33.97576923076923,3.1029066834804553,-46.68884615384616,-1.2725320777707143
1LE4-02,2019,-72.84576923076924,-0.78856872635561,2.36115384615384,-3.0077820777707145
1LE4-02,2020,111.50423076923073,-0.07643757881462676,-15.61884615384615,0.12411599385463012
1LE4-02,2021,-58.43576923076924,1.9381525851197985,-34.99884615384616,2.1984679222292858
1LE4-02,2022,-14.21576923076924,-0.7738146279949554,117.95115384615384,-3.7737820777707136
1LE4-02,2023,-84.72576923076925,3.382414880201768,5.72115384615384,-1.965282077770714
1LE4-03,2008,-39.75576923076923,-1.8333228247162658,-12.068846153846152,-1.7248096259800807
1LE4-03,2009,59.894230769230774,-2.8297162673392187,76.51115384615385,-2.240032077770714
1LE4-03,2010,118.85423076923075,-1.3218474148801995,8.571153846153848,2.428967922229286
1LE4-03,2011,-1.3757692307692366,-1.9161097099621678,49.66115384615385,-1.793032077770714
1LE4-03,2012,-42.75576923076923,0.9035624211853737,7.591153846153844,4.785025084763721
1LE4-03,2013,-8.665769230769229,-0.6331588902900371,13.921153846153842,-3.081365411104047
1LE4-03,2014,94.45423076923078,-1.298732660781841,43.38115384615385,-4.576032077770714
1LE4-03,2015,44.26423076923075,-0.33938839848675784,13.401153846153846,0.6650512555626193
1LE4-03,2016,77.99423076923074,0.8830706179066858,30.301153846153838,1.2051903740199195
1LE4-03,2017,-62.71576923076924,-0.42004413619167735,-3.0088461538461644,1.1813845888959527
1LE4-03,2018,-33.97576923076923,3.1029066834804553,-46.68884615384616,-1.2725320777707143
1LE4-03,2019,-72.84576923076924,-0.78856872635561,2.36115384615384,-3.0077820777707145
1LE4-03,2020,111.50423076923073,-0.07643757881462676,-15.61884615384615,0.12411599385463012
1LE4-03,2021,-58.43576923076924,1.9381525851197985,-34.99884615384616,2.1984679222292858
1LE4-03,2022,-14.21576923076924,-0.7738146279949554,117.95115384615384,-3.7737820777707136
1LE4-03,2023,-84.72576923076925,3.382414880201768,5.72115384615384,-1.965282077770714
1LE4-04,2008,-39.75576923076923,-1.8333228247162658,-12.068846153846152,-1.7248096259800807
1LE4-04,2009,59.894230769230774,-2.8297162673392187,76.51115384615385,-2.240032077770714
1LE4-04,2010,118.85423076923075,-1.3218474148801995,8.571153846153848,2.428967922229286
1LE4-04,2011,-1.3757692307692366,-1.9161097099621678,49.66115384615385,-1.793032077770714
1LE4-04,2012,-42.75576923076923,0.9035624211853737,7.591153846153844,4.785025084763721
1LE4-04,2013,-8.665769230769229,-0.6331588902900371,13.921153846153842,-3.081365411104047
1LE4-04,2014,94.45423076923078,-1.298732660781841,43.38115384615385,-4.576032077770714
1LE4-04,2015,44.26423076923075,-0.33938839848675784,13.401153846153846,0.6650512555626193
1LE4-04,2016,77.99423076923074,0.8830706179066858,30.301153846153838,1.2051903740199195
1LE4-04,2017,-62.71576923076924,-0.42004413619167735,-3.0088461538461644,1.1813845888959527
1LE4-04,2018,-33.97576923076923,3.1029066834804553,-46.68884615384616,-1.2725320777707143
1LE4-04,2019,-72.84576923076924,-0.78856872635561,2.36115384615384,-3.0077820777707145
1LE4-04,2020,111.50423076923073,-0.07643757881462676,-15.61884615384615,0.12411599385463012
1LE4-04,2021,-58.43576923076924,1.9381525851197985,-34.99884615384616,2.1984679222292858
1LE4-04,2022,-14.21576923076924,-0.7738146279949554,117.95115384615384,-3.7737820777707136
1LE4-04,2023,-84.72576923076925,3.382414880201768,5.72115384615384,-1.965282077770714
1LE4-05,2008,-39.75576923076923,-1.8333228247162658,-12.068846153846152,-1.7248096259800807
1LE4-05,2009,59.894230769230774,-2.8297162673392187,76.51115384615385,-2.240032077770714
1LE4-05,2010,118.85423076923075,-1.3218474148801995,8.571153846153848,2.428967922229286
1LE4-05,2011,-1.3757692307692366,-1.9161097099621678,49.66115384615385,-1.793032077770714
1LE4-05,2012,-42.75576923076923,0.9035624211853737,7.591153846153844,4.785025084763721
1LE4-05,2013,-8.665769230769229,-0.6331588902900371,13.921153846153842,-3.081365411104047
1LE4-05,2014,94.45423076923078,-1.298732660781841,43.38115384615385,-4.576032077770714
1LE4-05,2015,44.26423076923075,-0.33938839848675784,13.401153846153846,0.6650512555626193
1LE4-05,2016,77.99423076923074,0.8830706179066858,30.301153846153838,1.2051903740199195
1LE4-05,2017,-62.71576923076924,-0.42004413619167735,-3.0088461538461644,1.1813845888959527
1LE4-05,2018,-33.97576923076923,3.1029066834804553,-46.68884615384616,-1.2725320777707143
1LE4-05,2019,-72.84576923076924,-0.78856872635561,2.36115384615384,-3.0077820777707145
1LE4-05,2020,111.50423076923073,-0.07643757881462676,-15.61884615384615,0.12411599385463012
1LE4-05,2021,-58.43576923076924,1.9381525851197985,-34.99884615384616,2.1984679222292858
1LE4-05,2022,-14.21576923076924,-0.7738146279949554,117.95115384615384,-3.7737820777707136
1LE4-05,2023,-84.72576923076925,3.382414880201768,5.72115384615384,-1.965282077770714
1LE4-06,2008,-40.628846153846155,-1.8300378310214391,-9.768461538461537,-1.7296341121000212
1LE4-06,2009,58.641153846153856,-2.835611601513243,75.78153846153847,-2.2498985749099387
1LE4-06,2010,119.52115384615382,-1.328398486759145,8.451538461538462,2.417434758423395
1LE4-06,2011,-2.2888461538461513,-1.9202017654476684,52.92153846153846,-1.8000652415766054
1LE4-06,2012,-44.31884615384615,0.8983228247162671,6.8615384615384585,4.788712995337995
1LE4-06,2013,-8.928846153846166,-0.6365952080706201,13.071538461538452,-3.095481908243272
1LE4-06,2014,97.27115384615388,-1.3034804539722593,41.90153846153845,-4.586398574909938
1LE4-06,2015,44.74115384615385,-0.34430012610340555,13.64153846153846,0.6686847584233947
1LE4-06,2016,76.62115384615385,0.8840605296343007,30.651538461538465,1.2030105159991522
1LE4-06,2017,-62.64884615384615,-0.4183984867591448,-10.458461538461535,1.172768091756728
1LE4-06,2018,-34.51884615384614,3.1063556116015114,-47.09846153846154,-1.2747319082432722
1LE4-06,2019,-73.57884615384616,-0.7941361916771754,1.501538461538459,-3.016398574909939
1LE4-06,2020,103.19115384615384,-0.07561160151324131,-15.598461538461535,0.12168820194956553
1LE4-06,2021,-59.268846153846155,1.9360277427490544,-36.00846153846154,2.2033514250900614
1LE4-06,2022,-15.438846153846157,-0.7761034047919289,117.15153846153845,-3.7778152415766053
1LE4-06,2023,-85.56884615384615,3.384880201765448,5.721538461538458,-1.9841485749099386
1LE4-07,2008,-39.75576923076923,-1.8333228247162658,-12.068846153846152,-1.7248096259800807
1LE4-07,2009,59.894230769230774,-2.8297162673392187,76.51115384615385,-2.240032077770714
1LE4-07,2010,118.85423076923075,-1.3218474148801995,8.571153846153848,2.428967922229286
1LE4-07,2011,-1.3757692307692366,-1.9161097099621678,49.66115384615385,-1.793032077770714
1LE4-07,2012,-42.75576923076923,0.9035624211853737,7.591153846153844,4.785025084763721
1LE4-07,2013,-8.665769230769229,-0.6331588902900371,13.921153846153842,-3.081365411104047
1LE4-07,2014,94.45423076923078,-1.298732660781841,43.38115384615385,-4.576032077770714
1LE4-07,2015,44.26423076923075,-0.33938839848675784,13.401153846153846,0.6650512555626193
1LE4-07,2016,77.99423076923074,0.8830706179066858,30.301153846153838,1.2051903740199195
1LE4-07,2017,-62.71576923076924,-0.42004413619167735,-3.0088461538461644,1.1813845888959527
1LE4-07,2018,-33.97576923076923,3.1029066834804553,-46.68884615384616,-1.2725320777707143
1LE4-07,2019,-72.84576923076924,-0.78856872635561,2.36115384615384,-3.0077820777707145
1LE4-07,2020,111.50423076923073,-0.07643757881462676,-15.61884615384615,0.12411599385463012
1LE4-07,2021,-58.43576923076924,1.9381525851197985,-34.99884615384616,2.1984679222292858
1LE4-07,2022,-14.21576923076924,-0.7738146279949554,117.95115384615384,-3.7737820777707136
