point,pgrass_250,ed_250,pgrass_3000,ed_3000
3LE1-22,0.9991175565215699,1.8891101535669323e-4,0.256305638493481,0.012326781631989001
3LE1-46,0.7615343325112554,0.009171109369040312,0.2817842904636751,0.012015514001948155
3LE1-47,0.8041774953373557,0.007260993696544524,0.2433277011984038,0.012883281449099076
3LE1-48,0.9244246227536058,0.005746495096202153,0.27050737908857914,0.011936175010823976
3LE1-53,0.9491421530338339,0.002175875446699266,0.18162239512327183,0.01312181234397863
1LE6-01,1.0000000000000036,0,0.5647962198605607,0.002801925376872883
1LE6-02,1.0000000000001057,0,0.5863068988957914,0.0027097890022055537
1LE6-03,1.0000000000000153,0,0.6112777643834527,0.002664776869616872
1LE6-04,1,0,0.6173391051972711,0.0025458203599921445
1LE6-05,1.0000000000001057,0,0.5898641412734499,0.0026707715888232954
1LE6-06,1.0000000000000344,0,0.5911177997553411,0.0026609192775441746
1LE6-07,1.0000000000000142,0,0.5640011947235524,0.0028678604909644586
4LE1-01,0.9944577114961262,7.532215008938947e-4,0.28429426532669183,0.008817505172252268
4LE1-02,0.9130098467683548,0.0019482465156030442,0.2813458605738924,0.008926767404779476
4LE1-03,1.000000000000006,0,0.2803225156971846,0.008888604141195015
4LE1-04,1.0000000000000604,0,0.2826186914464894,0.008781745834736444
4LE1-05,0.9999999999999633,0,0.2833631831924892,0.008618185248316937
4LE1-06,0.9984464515456132,4.940819085786494e-4,0.283843189987004,0.00867422782059752
4LE1-07,0.9999999999998861,0,0.28332176138216547,0.00883601516100604
4LE1-23,0.9920942767841981,8.468510895630332e-4,0.27483099677199735,0.008346708095461196
4LE1-25,0.9885892080666338,0.001534680405298772,0.2798994450401585,0.008555028210211688
5LE3-01,0.9536614499309142,0.0017061047473581434,0.1339995293131163,0.008011778171413686
5LE3-02,1.0000000000000415,0,0.13399952931311496,0.008011778171413686
5LE3-03,0.9994651829965109,1.590253363965153e-4,0.13399952931311815,0.008011778171413686
5LE3-04,0.9982837123159106,5.093204834176493e-4,0.13399952931311856,0.008011778171413686
5LE3-05,0.9253157277436819,0.002010332257645584,0.13327463784308968,0.007829092645933924
5LE3-06,0.9479003267160102,0.003331445435489718,0.1338418252596824,0.007957347860115496
5LE3-07,0.9608326760753546,0.00311570181519967,0.13399952931311784,0.008011778171413686
5LE3-09,0.7911617303729342,0.0029971406223539433,0.1339995293131161,0.008011778171413686
5LE3-14,0.9285741745262337,0.003941493297134862,0.1339995293131153,0.008011778171413686
2LE4-01,0.6277739180715556,0.004733908370041948,0.1601462204397942,0.012994914511043574
2LE4-02,0.9123803170437456,0.004697652852807767,0.16138977955686687,0.013231220257938641
2LE4-03,0.6113851015615706,0.012793969640683144,0.16139120885783556,0.013236410222742944
2LE4-04,0.8624921902899955,0.008226308840137964,0.1613912088578374,0.013236410222742944
2LE4-05,0.6556105405142175,0.01523213127750903,0.16139120885783895,0.013236410222742944
2LE4-06,0.9673352866943622,0.003435781216982483,0.16139120885783856,0.013236410222742944
2LE4-07,0.9477488991459148,0.0013944380179617315,0.16139120885783673,0.013236410222742944
2LE4-08,0.8934899489033181,0.0032386027306818966,0.16139120885783537,0.013236410222742944
2LE4-13,0.9166256094380515,0.004422743515047893,0.16089622172593815,0.013125815966266871
4LE4-01,0.9006275463086129,0.006051175718516024,0.24067014719084498,0.009220410161316972
4LE4-02,0.896423274932427,0.005359228664838163,0.24032115762621148,0.009176228928073385
4LE4-03,0.9709929799953468,0.002529155211738114,0.23814427458673468,0.009061808463875432
4LE4-04,1.0000000000000153,0,0.2387608578082659,0.009095533199970841
4LE4-05,0.8362748531985,0.005447814979510814,0.23793337621207966,0.009060770782140475
4LE4-06,0.9814505352212056,0.0014251623201024153,0.23545582845452215,0.008875014070779215
4LE4-07,0.6443501433051669,0.006235929344165085,0.22848875654960354,0.008841251496963933
4LE4-08,0.5113793308801342,0.024491067391617,0.2071911175952986,0.008868888754873227
4LE4-09,0.6488182766734906,0.012245043053686845,0.20393129841264984,0.009051018743644884
4LE4-10,0.7140990990185699,0.0054787710873929855,0.19691385902928357,0.009200499804329661
4LE4-11,0.8261665589286661,0.006209859681361996,0.23888906246687158,0.009074606483472154
4LE4-18,0.9919995189689428,8.242436521395015e-4,0.24053260781683547,0.00919325029713339
3SI5-01,0.42265265483871645,0.010350057462364705,0.008947230619487195,0.016143080197622433
3SI5-02,0.4755370907380762,0.008896278517452883,0.004753052400698821,0.020562706259450305
3SI5-04,0.5369953060377802,0.01029971051047864,0.003990875644511673,0.013427058963105119
3SI5-05,0.48284898655731073,0.007728505049656112,0.003990875644511593,0.013427058963105119
3SI5-06,0.39267219853089813,0.009004817531912082,0.003990875644511612,0.013427058963105119
4SI3-01,0.4631288567303583,0.017343668931207246,0.06524285150837357,0.019730315806280204
4SI3-02,0.515302227313037,0.014558807205879395,0.06537318822968605,0.019707373870963024
4SI3-03,0.5216893195605145,0.008653444345693087,0.06609706212431897,0.01977245489071625
4SI3-04,0.5582824185427983,0.015070068553789655,0.06609706212431929,0.01977245489071625
3SI4-01,0.5653892390287334,0.00591732056276642,0.005627099727905145,0.011070356699787126
3SI4-02,0.5095006138492703,0.006421725351395754,0.00562709972790519,0.011070356699787126
3SI4-03,0.7243958451814388,0.007115153465781924,0.005627099727905067,0.011070356699787126
3SI4-04,0.6860230169166373,0.007757012159412273,0.005627099727905311,0.011070356699787126
3SI4-05,0.6389158487631909,0.006853498576680792,0.005627099727905186,0.011070356699787126
